"id","nom","visuel","raison_sociale","adresse1","adresse2","adresse3","code_postal","ville","latitude","longitude","SIRET","APE","RCS","agence_CTRB","licence_agrement","tel_fixe","tel_mobile","fax","email","site_web","resa_directe","type_hotel","categorie","nb_chambre_pref","nb_chambre_dispo_location","nb_chambre","nb_chambre_familiales","nb_suites","nb_chambre_pers_mobilite_reduite","nb_salle_reunion","label","chaine","description","ouverture","langue","animaux_acceptes","resa_derniere_minute","parking_autocars","groupes_acceptes","groupe_nb_mini","groupe_nb_maxi","gratuite_groupes","commissionnement_agence_voyages","mode_paiement","confort","equipement","service","activites","description_animations","tarif_mini_chambre_double_hors_petit_dej","tarif_maxi_chambre_double_hors_petit_dej","tarif_mini_chambre_familiale","tarif_maxi_chambre_familiale","tarif_mini_suite","tarif_maxi_suite","tarif_mini_petit_dej","tarif_maxi_petit_dej","tarif_mini_demi_pension","tarif_maxi_demi_pension","tarif_mini_VRP_diner_petit_dej","tarif_maxi_VRP_diner_petit_dej","tarif_mini_groupe_chambre_double_petit_dej","tarif_maxi_groupe_chambre_double_petit_dej","tarif_mini_groupe_demi_pension","tarif_maxi_groupe_demi_pension"
"182","Hôtel-Restaurant Saint-Benoît",,"Hôtel-Restaurant Saint-Benoît","1, rue de la Fontaine",,,"71130","Gueugnon","46,5991787","4,0652508","39249875400010","551A","B392498754",,,"03 85 85 23 23","06 07 94 72 91","03 85 85 83 38","mailto: hotel-restaurant.st-benoit@wanadoo.fr","http://hotel-saint-benoit.com",,"Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","30.0","30.0","30",,,,"1.0",,,,,,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"183","Hôtel-Restaurant Saint-Louis de la Poste",,"Hôtel-Restaurant Saint-Louis de la Poste","6, rue de l'Arbalète",,,"71400","Autun","46,9495367","4,3003133","45134049100013","551C","B451340491",,,"03 85 52 01 01",,"03 85 86 32 54",,"http://www.hotel-saint-louis-bourgogne.com",,"Hôtels - restaurant","2 étoiles","39.0","35.0","35",,,,,,,"Bâtisse de plus de 350 ans d'âge, située au centre ville, à proximité de la place du Champ de Mars d'Autun, ville d'art et d'histoire, au cœur de la Bourgogne. Cet hôtel est plein de charme et d'élégance d'antan, calme avec cour et terrasse. Il dispose de la suite originale où Napoléon et Joséphine ont séjourné.",,,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"184","Hôtel-Restaurant Saint-Régis","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146216.jpg","Hôtel-Restaurant Saint-Régis","22, boulevard de la République",,,"71100","Chalon-sur-Saône","46,7837664","4,8499949","72632017900013","551A","726320179B ",,,"03 85 90 95 60",,"03 85 90 95 70","mailto: saint-regis@saint-regis-chalon.fr","http://www.saint-regis-chalon.com","http://www.bestwestern.fr/infos_hotel.jsp?HotelCode=93030&ChainCode=BW&RequestedCurrencyCode=EUR&roomStay=1&primarylangid=fr-FR&DateRangeStart=04/08/2010&DateRangeEnd=05/08/2010&roomQuantity=1&adultQuantity_1=1&childQuantity_1=0","Hôtels - restaurant","4 étoiles (hôtel), 4 étoiles (nouveau classement)","35.0","35.0","35",,"5.0",,"1.0",,"Best Western","Hôtel de charme. Douceur de l'ancien et raffinement du moderne se conjuguent. Entièrement insonorisé et climatisé, il est une étape de choix pour les affaires ou le tourisme.","Ouvert toute l'année.","Anglais, Allemand","Oui",,"Oui","Oui","12.","50.0",,"Oui","Chèques Vacances","Accès Internet, Canal +, Climatisation, Mini-bar, Télévision, Wifi","Ascenseur, Bar, Garage privé, Restaurant","Coffres clients, Location de voitures, Service en chambre",,,"109.","146.","127","127","146.","156.","5.0","15.0","101.0","115.0","96.25","99.75","112.4","122.4","130.4","140.2"
"185","Hôtel-Restaurant Terminus","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146316.jpg","Hôtel-Restaurant Terminus","27, avenue de la Gare",,,"71600","Paray-le-Monial","46,4481853","4,1131842","45047806000012","551A",,,,"03 85 81 59 31",,"03 85 81 38 31","mailto: hotel.terminus@club-internet.fr","http://www.terminus-paray.fr",,"Hôtels - restaurant","3 étoiles (nouveau classement), 3 étoiles (hôtel)","18.0","18.0","18","2.0",,,"1.0","Qualité Tourisme","Contact Hôtel","Cet ensemble de 18 chambres, amoureusement rénové, meublé et décoré en style Louis XV et Louis XVI réunit le charme d'autrefois et le confort de l'hostellerie moderne.",,"Anglais","Oui",,"Oui","Oui",,"39.0",,,,"Câble/ satellite, Canal +, Télévision, Wifi","Garage privé, Jardin, Parking privé, Restaurant","Service en chambre",,,"71.0","80.5","86","95",,,"8.5",,"68.5","87.0","68.5",,,,,
"186","Hôtel-Restaurant Villa du Vieux Puits","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146202.jpg","Hôtel-Restaurant Villa du Vieux Puits","7, rue de Bel Air",,,"71140","Bourbon-Lancy","46,6175","3,7705419","31613299200017","6708","A316132992",,,"03 85 89 04 04",,"03 85 89 13 87","mailto: hubert.perraudin@orange.fr",,,"Hôtels - restaurant","2 étoiles","7.0","7.0","7",,,,,,,"Établissement créé dans une ancienne tannerie, au bord d'un petit ruisseau et d'un jardin arboré. Situation tranquille en agglomération.",,,"Oui","Oui",,,,,,,"Chèques Vacances","Télévision, Accès Internet","Jardin, Parking privé, Restaurant","Service en chambre",,,,,"0","0",,,,,,,,,,,,
"187","Hôtel-Restaurant Vuillot","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146233.jpg","Hôtel-Restaurant Vuillot","36, rue Edouard Vuillard",,,"71480","Cuiseaux","46,4938951","5,3876407","52410746300019","5510Z","CHALON SUR SAONE",,,"03 85 72 71 79",,"03 85 72 54 22","mailto: hotel.vuillot@orange.fr","http://www.hotelvuillot.fr","http://reservation-hotel.logishotels.com/reservit/avail-info.php?userid=04633b0a952ef9b1e7022f3acf708cbb649d&hotelid=311, http://www.travelhotelonline.com/reservation/?four=646","Hôtels - restaurant","2 étoiles (hôtel), 2 étoiles (nouveau classement)","16.0","16.0","16","2.0",,,"1.0","Logis, Qualité Tourisme","Logis","Vous ne pourrez résister à l'attrait de cette belle maison bourguignonne, étape de charme et de détente. L'accueil y est chaleureux et l'ambiance conviviale. Cuisine bressane.","Fermé les 2 premières semaines de janvier et la dernière semaine de novembre.","Anglais","Oui","Oui","Oui","Oui","20.","60.0","Gratuité pour 1 chauffeur et 1 guide pour 30 personnes. 1 gratuité pour 25 personnes payantes.","Oui","Chèques Vacances","Accès Internet, Télévision","Bar, Garage privé, Local matériel fermé, Parking privé, Restaurant","Wifi, Location ou prêt de vélos/VTT","Piscine plein-air",,"60.0","70.0","76","86",,,"8.5","8.5","46.0","64.0","62.0","62.0",,,,
"188","Hôtel Saint-Jean","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146212.jpg","Hôtel Saint-Jean","24, quai Gambetta",,,"71100","Chalon-sur-Saône","46,7792361","4,8525132","488710195","551C","2006B74",,,"03 85 48 45 65",,"03 85 93 62 69","mailto: reservation@hotelsaintjean.fr","http://hotelsaintjean.fr",,"Hôtels","2 étoiles (hôtel), 2 étoiles (nouveau classement)","25.0","25.0","25","6.0",,,,,,"Hôtel situé sur les bords de la Saône, très calme. Chambres tout confort. Accès facile. Vaste parking.","Ouvert toute l'année.","Anglais",,"Oui",,"Oui",,"35.0",,"Non","Chèques Vacances","Câble/ satellite","Parking privé","Wifi",,,"58.0","58.0","68","68",,,"8.0","8.0",,,"71.0","71.0","58.0","74.0",,
"189","Hôtel Saint-Odilon","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146227.jpg","Hôtel Saint-Odilon","Belle Croix",,,"71250","Cluny","46,4337171","4,6581957","44114328600017","551A",,,,"03 85 59 25 00",,"03 85 59 06 18","mailto: contact@hotelsaintodilon.com","http://www.hotelsaintodilon.com",,"Hôtels","2 étoiles (nouveau classement), 2 étoiles (hôtel)","36.0","36.0","36","3.0",,"2.0",,"Tour de Bourgogne à vélo",,"A 500 mètres de l'Abbaye, hôtel de charme dans un cadre de verdure.","Ouvert toute l'année.","Anglais","Oui","Oui","Oui","Oui","20.","70.0","Une gratuité chauffeur à partir de 30 personnes.","Non","Chèques Vacances","Accès Internet, Câble/ satellite, Mini-bar, Télévision, Wifi","Bar, Jardin, Parking privé, Jeux pour enfants, Local matériel fermé, Parc","Service en chambre",,,"55.0","55.0","110","110",,,"7.5","8.5","72.0","79.0",,,"33.0","55.0","50.0","72.0"
"190","Hôtel Saint-Philibert","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000415.jpg","Hôtel Saint-Philibert","19, avenue Gambetta",,,"71700","Tournus","46,5663589","4,9074039","33862359800012","551D",,,,"03 85 51 00 44","06 08 86 42 43","03 85 32 58 03","mailto: hotel-st-philibert@wanadoo.fr","http://www.hotel-st-philibert.com",,"Hôtels","2 étoiles","11.0","11.0","11",,"1.0","2.0","1.0",,,"Dans la cité du peintre Greuze, près de l'Abbaye romane (XI et XIIème siècles), de magnifiques chambres rendront votre séjour à Tournus des plus agréables.","Ouvert toute l'année.","Anglais","Oui",,"Oui","Oui",,,,,"Chèques Vacances","Accès Internet, Télévision","Bar, Jardin, Parking privé, Restaurant","Service en chambre, Voiturier",,,"51.0",,"0","0",,,"7.0",,,,"56.0",,,,,
"191","Hôtel Tourist'Hôtel","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146220.jpg","Hôtel Tourist'Hôtel","14, place Charles Le Téméraire",,,"71120","Charolles","46,4363217","4,2784398","48010926300016","551C","480109263",,,"03 85 24 15 92",,"03 85 24 02 35","mailto: touristhotelcharolles@yahoo.fr","http://www.tourist-hotel.fr",,"Hôtels","Sans étoile","11.0","10.0","10","3.0",,,,,,"Hôtel composé de 10 chambres. Ambiance chaleureuse et conviviale.","Ouvert toute l'année.","Anglais","Oui",,"Oui","Oui",,"23.0",,,,"Accès Internet, Télévision","Jardin",,,,"33.0","45.0","52","65",,,"6.0",,,,,,,,,
"192","Hôtel Village Motel","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146348.jpg","Hôtel Village Motel","Rue des Lauriers",,,"71700","Tournus","46,5733634","4,9014481","33340156000029","551A","333401560",,,"03 85 51 07 45",,"03 85 51 33 96",,,,"Hôtels","2 étoiles (hôtel), 2 étoiles (nouveau classement)","41.0","41.0","41",,,"2.0",,,,"Hôtel avec piscine idéalement situé à l'entrée nord de Tournus, près de la sortie d'autoroute.","Ouvert toute l'année.","Anglais","Oui",,,,,,,,,"Câble/ satellite, Télévision, Climatisation","Garage privé, Jardin, Parc","Wifi","Piscine plein-air",,"41.0",,"0","75",,,"6.0",,,,"62.0",,,,,
"193","Ibis Mâcon Sud Hôtel-Restaurant","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146351.jpg","Ibis Mâcon Sud Hôtel-Restaurant","Parc des Bouchardes","Chaintré",,"71680","Crêches-sur-Saône","46,254722","4,79061","31353654200035","55.10.Z","78B47",,,"03 85 36 51 60",,"03 85 37 42 40","mailto: H0670@accor.com","http://www.ibismacon.com",,"Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","78.0","79.0","78","5.0",,"4.0","2.0","Qualité Tourisme, Bourgogne Séminaires","Ibis","Au pied du vignoble de Bourgogne. Hôtel climatisé, neuf. Parking fermé. Restaurant de tourisme climatisé. Hôtel ouvert 24h/24. Piscine. Billard. Cheminée. Wifi. Séminaires. Certifié ISO 9001 (qualité). Certifié 14001 (environnement).","Ouvert toute l'année.","Anglais, Allemand, Italien","Oui",,"Oui","Oui","15.","80.0","1/2 gratuité en chambre double pour 20 personnes payantes.",,"Chèques Vacances","Accès Internet, Câble/ satellite, Canal +, Climatisation, Télévision, Wifi","Ascenseur, Bar, Jardin, Local matériel fermé, Parking privé, Restaurant","Wifi","Animation, Piscine plein-air",,"67.0","84.0","103","115",,,"9.0","9.0",,,,,"29.0","33.0","44.0","48.0"
"194","Ibis Style Bourbon-Lancy","http://www.bourgogne-du-sud.com/images/bdd/photos/0/1/172867.jpg","Ibis Style Bourbon-Lancy","17, rue du Breuil",,,"71140","Bourbon-Lancy","46,6234596","3,7567384","49800149400018","5510Z","498001494",,"Immatriculation 014110025","03 85 89 37 37",,"03 85 85 55 04","mailto:H8123@accor.com","http://www.all-seasons-hotels.com",,"Hôtels","3 étoiles (hôtel), 3 étoiles (nouveau classement)","30.0","30.0","30",,,"2.0","1.0","Aventures Mômes","Ibis Styles","Hôtel dans un cadre calme et agréable, avec superbe vue sur le lac, comprenant 30 chambres climatisées tout confort ambiance cosy, avec terrasses au rez-de-chaussée et balcons au 1er étage. Espace bureau avec accès wifi, téléphone et télévision, douche, lavabo, sèche-cheveux. Petit déjeuner buffet en salle ou en terrasse. Room service à la demande.","Ouvert toute l'année.","Anglais","Oui",,"Oui","Oui","10.","60.0",,,"Chèques Vacances","Accès Internet, Câble/ satellite, Climatisation, Télévision, Wifi, Canal +","Parking privé",,"Randonnée voie verte",,"79.0","89.0","99","109",,,,,"82.0","82.0",,,,,,
"195","Kyriad Mâcon Nord - Sancé","http://www.bourgogne-du-sud.com/images/bdd/photos/0/H/HOTBOU0710000338.jpg","Kyriad Mâcon Nord - Sancé","3, rue du 19 Mars 1962","ZAC des Platières ",,"71000","Sancé","46,3355645","4,8458508","42194763100048","551A","81B00102",,,"03 85 39 21 33",,"03 85 38 69 51","mailto: kyriad.macon@free.fr","http://www.kyriad.com",,"Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","42.0","42.0","42","6.0",,"2.0","1.0",,"Campanile, Première Classe, Kyriad","Idéalement situé, à 2 minutes de Mâcon centre, proche des principaux axes autoroutiers (A6 et A40). Notre hôtel offre des chambres tout confort (salle de bains privative, télévision écran plat avec canal satellite, plateau d'accueil, wifi gratuit). Notre restaurant saura vous séduire avec ses différentes formules.","Ouvert toute l'année.","Anglais, Espagnol","Oui","Oui","Oui","Oui",,,,,"Chèques Vacances","Accès Internet, Câble/ satellite, Canal +, Télévision, Wifi","Bar, Jardin, Parking privé, Restaurant",,,,,,"0","0",,,,,,,,,,,,
"196","L'Auberge",,"L'Auberge","RN6",,,"71150","Fontaines","46,8560959","4,8020703","38521007500011","551A",,,,"03 85 91 48 00",,"03 85 87 67 68","mailto: info@auberge-fontaines.com","http://www.auberge-fontaines.com",,"Hôtels - restaurant","2 étoiles","9.0","9.0","9",,,,"2.0",,,"Hôtel-restaurant convivial et accueillant, situé au calme, en retrait de la RN6, en bordure du Canal du Centre, dans un espace vert. Toutes les chambres sont équipées de wifi, télévision. Une grande salle de conférence peut vous accueillir pour toutes vos manifestations ou réunions professionnelles.",,"Anglais, Italien","Oui","Oui","Oui","Oui",,"80.0",,"Oui","Chèques Vacances","Télévision, Wifi","Bar, Jardin, Local matériel fermé, Parking privé, Restaurant, Parc","Service en chambre, Location ou prêt de vélos/VTT",,,,,"0","0",,,,,,,,,,,,
"197","Logis Les Charmilles - Restaurant des Grands Crus","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146325.jpg","Logis Les Charmilles - Restaurant des Grands Crus","Rue de la Libération",,,"71100","Lux","46,7559383","4,8465699","41973488400010","551A","98B203",,,"03 85 48 58 08",,"03 85 93 04 49","mailto: hotel.les.charmilles@wanadoo.fr","http://www.charmilles-fr.com","http://reservation-hotel.logishotels.com/reservit/reserhotel.php?partid=568&hotelid=925&lang=fr","Hôtels - restaurant","2 étoiles (hôtel), 2 étoiles (nouveau classement)","33.0","33.0","33","6.0",,"1.0","1.0","Qualité Tourisme, Logis","Logis","A 800 mètres de la sortie de l'autoroute A6, venez vous détendre dans une ambiance chaleureuse. Vaste terrasse avec piscine. Cuisine régionale. Grand parking. Garages.",,"Anglais, Allemand, Danois","Oui","Oui","Oui","Oui","15.","55.0","1 gratuité pour 20 personnes payantes.","Oui","Chèques Vacances","Câble/ satellite, Canal +, Télévision, Wifi","Bar, Garage privé, Jardin, Parking privé, Restaurant",,"Piscine plein-air",,"60.0","64.0","81","91",,,"8.5",,"76.0","90.0","60.0","65.0","36.0","39.0","48.0","51.0"
"198","Maison Lameloise - Hôtel Relais & Châteaux","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146263.jpg","Maison Lameloise - Hôtel Relais & Châteaux","36, place d'Armes",,,"71150","Chagny","46,9105871","4,7523079","32191995300018","551A","B321919953",,,"03 85 87 65 65",,"03 85 87 03 57","mailto: reception@lameloise.fr","http://www.lameloise.fr",,"Hôtels - restaurant","4 étoiles (hôtel), 4 étoiles (nouveau classement)","16.0","16.0","16",,,,"1.0","Vignobles et Découvertes","Relais et Châteaux","Ancienne maison bourguignonne à proximité du vignoble. Belles chambres aux odeurs de bois ciré. Décor raffiné et élégant.","Fermeture annuelle à Noël et au Nouvel An.","Anglais, Allemand","Oui",,,"Oui",,"20.0",,"Oui",,"Accès Internet, Canal +, Climatisation, Mini-bar, Télévision","Ascenseur, Bar, Garage privé, Parking privé, Restaurant","Coffres clients, Voiturier",,,"120.","390.","0","0",,,"25.0","25.0",,,,,"120.0","390.0",,
"199","Manoir de Sornat","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146200.jpg","Manoir de Sornat","Route de Moulins - Allée de Sornat",,,"71140","Bourbon-Lancy","46,629993","3,7420486","40851431300019","5510 A","408514313",,,"03 85 89 17 39","06 80 65 57 85","03 85 89 29 47","mailto: hotel@hotel-manoirdesornat.com","http://www.hotel-manoirdesornat.com",,"Hôtels - restaurant","3 étoiles","13.0","13.0","13",,,,"1.0",,,"Manoir anglo-normand du XIXème siècle, au cœur des rondeurs verdoyantes du Morvan et du Bourbonnais, du Brionnais et du Charolais. Parc.",,"Anglais","Oui",,,,,,,,,"Accès Internet, Mini-bar, Télévision","Bar, Garage privé, Jardin, Parc, Parking privé, Restaurant",,,,,,"0","0",,,,,,,,,,,,
"200","Motel Grill Pizzéria Le Charolais","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146307.jpg","Motel Grill Pizzéria Le Charolais","RN79",,,"71600","Vitry-en-Charollais","46,4548632","4,0598424","30521847100012","5510Z","30521847113",,,"03 85 81 03 35",,"03 85 81 50 31","mailto: candussol@aol.com","http://www.lecharollais.fr",,"Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","20.0","20.0","20",,,"1.0","2.0",,,"Dans un cadre de verdure, 20 chambres avec salle de bain et wc privés, téléphone, mini-bar, télévision.",,"Anglais","Oui",,"Oui","Oui",,"40.0",,"Oui","Chèques Vacances","Accès Internet, Câble/ satellite, Canal +, Mini-bar, Télévision","Jardin, Jeux pour enfants, Parc, Parking privé, Restaurant","Service en chambre","Piscine plein-air",,"53.0","70.0","69","69",,,"7.0","7.0",,,"62.0",,,,,
"201","Motel-Restaurant La Vieille Ferme","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146366.jpg","Motel-Restaurant La Vieille Ferme","RN6",,,"71000","Sancé","46,3403825","4,8314502","41092530900016","551A",,,,"03 85 21 95 15",,"03 85 21 95 16","mailto: contact@hotel-restaurant-lavieilleferme.com","http://www.hotel-restaurant-lavieilleferme.com",,"Hôtels - restaurant","2 étoiles","12.0","20.0","12",,,"1.0","1.0",,,"Dans un cadre de verdure, en bord de Saône, à 4 kilomètres de Mâcon.",,,"Oui",,,,,"100.",,,"Chèques Vacances","Télévision","Parc",,"Piscine plein-air",,"45.0","52.0","0","65",,,,"7.0",,,,"60.0",,,,
"202","Motel-Restaurant Le Virage Fleuri","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146303.jpg","Motel-Restaurant Le Virage Fleuri","D 906",,,"71240","Varennes-le-Grand","46,7131166","4,8722367","72721035300015","551A","72A35",,,"03 85 44 21 07",,,"mailto: hotelviragefleuri@wanadoo.fr","http://viragefleuri.pagesperso-orange.fr/",,"Hôtels - restaurant","2 étoiles","21.0","30.0","21","10.",,"2.0","1.0",,,"Hôtel-restaurant avec piscine et salle de séminaires présentant le charme d'une auberge de campagne. Cuisine traditionnelle.",,"Anglais","Oui",,"Oui","Oui","15.","55.0","Gratuité pour le guide et le chauffeur.","Oui",,"Mini-bar","Bar",,"Piscine plein-air",,"57.0","57.0","69","69",,,"8.0","8.0",,,"60.0","62.0",,,,
"203","Moulin d'Hauterive","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146284.jpg","Moulin d'Hauterive","8, rue du Moulin","Hameau de Chaublanc",,"71350","Saint-Gervais-en-Vallière","46,921902","4,9953113","30439720100021","551A","B304 397 201",,,"03 85 91 55 56","06 71 82 71 22, 06 82 02 75 84","03 85 91 89 65","mailto: info@moulinhauterive.com","http://www.moulinhauterive.com","http://reservation-hotel.logishotels.com/reservit/avail-info.php?userid=0007b028a4f3445a5b557052c1d44b2d6a2e&hotelid=3784&partid=378","Hôtels - restaurant","3 étoiles (nouveau classement), 3 étoiles (hôtel)","20.0","20.0","20","13.","10.","1.0","2.0","Logis, Bourgogne Séminaires, Qualité Tourisme","Châteaux et Hôtels Collection, Logis","Point de départ idéal pour visiter la Bourgogne du Sud et la Côte des vins, ce vieux moulin de la fin du XIIème siècle, restauré avec beaucoup de charme offre 20 chambres tout confort dont 14 avec climatisation. Wifi. SPA avec massage relaxant, baignoire balnéo professionnelle, billard français, billard 8 pool, baby-foot, ping-pong. ",,"Anglais","Oui",,"Oui","Oui","20.","60.0","1 personne pour 20 personnes payantes.","Oui","Chèques Vacances","Climatisation, Mini-bar, Télévision, Wifi","Bar, Jardin, Jeux pour enfants, Parc, Parking privé, Restaurant","Coffres clients, Service en chambre, Voiturier, Location ou prêt de vélos/VTT","Piscine plein-air, Sauna, Hammam, Jacuzzi",,"70.0","139.","127","127","179.","239.","16.0","16.0","55.0","55.0","109.0","109.0","119.0","139.0","55.0","55.0"
"204","Nouvel Hôtel",,"Nouvel Hôtel","1, place du Champ de Foire",,,"71120","Charolles","46,4363658","4,2785786","31973909000010","551A",,,,"03 85 24 03 20","06 85 52 58 69","03 85 24 05 54","mailto: guinet.suzanne@wanadoo.fr",,,"Hôtels - restaurant",,"9.0","9.0","9",,,,"1.0",,,"Décor agréable et relaxant. Cuisine gastronomique. Spécialités régionales : boeuf Charolais, tête de veau aux deux sauces, escargots de Bourgogne, petits fromages du Charolais et desserts du Téméraire.",,,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"205","Novotel","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146271.jpg","Novotel","Route du Pont Jeanne Rose",,,"71210","Montchanin","46,7582135","4,4803684","42046204601093","5510Z",,,,"03 85 77 85 00",,"03 85 77 85 29","mailto: HO447@accor.com","http://www.novotel.com/fr/hotel-0447-novotel-le-creusot-montchanin-en-bourgogne/index.shtml",,"Hôtels - restaurant","3 étoiles (hôtel), 3 étoiles (nouveau classement)","87.0","87.0","87","18.",,"2.0","7.0","Tour de Bourgogne à vélo, Qualité Tourisme, Bourgogne Séminaires","Novotel","Novotel Le Creusot - Montchanin en Bourgogne est un hôtel 3 étoiles situé au cœur de la Bourgogne. Il convient aussi bien pour un voyage d'affaires qu'un séjour à deux ou en famille. A 1,5 kilomètres de la gare TGV reliant Lyon à 90 minutes et Paris à 1h30.","Ouvert toute l'année.","Anglais, Italien, Allemand","Oui","Oui","Oui","Oui","15.","45.0","1 gratuité à partir de 20 personnes payantes.","Non","Chèques Vacances","Accès Internet, Câble/ satellite, Canal +, Climatisation, Mini-bar, Télévision","Ascenseur, Bar, Jardin, Jeux pour enfants, Parc, Parking privé, Restaurant","Coffres clients, Service en chambre, Wifi","Piscine plein-air",,"72.0","134.","72","127",,,"8.0","15.0","120.3","138.3","120.3","138.3","31.0","36.0","46.0","51.0"
"206","Novotel Mâcon Nord","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146293.jpg","Novotel Mâcon Nord","420, route de Saint-Martin - A6 - Sortie n°28",,,"71000","Sennecé-les-Mâcon","46,365992","4,8419951","42046203800142","551A","420462038",,,"03 85 20 40 00",,"03 85 20 40 33","mailto: H0438@accor.com","http://www.novotel.com/0438","http://www.novotel.com/fr/hotel-0438-novotel-macon-nord/index.shtml","Hôtels - restaurant","4 étoiles (hôtel), 4 étoiles (nouveau classement)","114.","114.","114",,"3.0","4.0","5.0","Qualité Tourisme, Bourgogne Séminaires","Novotel","En bordure des autoroutes A6 et A40, à 1 heure 35 de Paris par le TGV, l'hôtel vous propose de découvrir les vignobles du Beaujolais et de la Bourgogne du sud et d'apprécier la tranquillité et l'hospitalité de l'établissement. Wifi gratuit.","Ouvert toute l'année.","Anglais, Allemand, Espagnol","Oui","Oui","Oui","Oui","20.",,,"Oui","Chèques Vacances","Accès Internet, Câble/ satellite, Canal +, Climatisation, Mini-bar, Télévision","Bar, Jardin, Jeux pour enfants, Parc, Parking privé, Restaurant","Coffres clients, Service en chambre, Wifi","Piscine plein-air",,"123.","165.","0","0","188.",,"15.0","15.0",,,,,"37.0","47.0","52.0","60.0"
"207","Relais Beaujolais Bresse","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000376.jpg","Relais Beaujolais Bresse","RN6 - La Maison Blanche",,,"71570","Romanèche-Thorins","46,1822968","4,7492656","40154809400010","551A",,,,"03 85 35 51 96",,"03 85 35 22 73","mailto: bertrand.maillard5@wanadoo.fr","http://www.relaisdubeaujolaisbresse.com",,"Hôtels - restaurant",,"9.0","6.0","6",,,,,,,"Établissement familial situé en plein cœur du vignoble.",,"Anglais, Allemand","Oui",,,,,,,,"Chèques Vacances",,"Bar, Garage privé, Restaurant",,,,,,"0","0",,,,,,,,,,,,
